Event ID,Paragraph ID,Article ID,Head labels,Relation label,Tail labels,Head text,Relation text,Tail text,Sentence text,Group_relation_label
158,30,2,complication,NEGATES,risk factor,Bowel ischemia or infarction,are less common,< 5% with current super-selective catheterization techniques,Bowel ischemia or infarction are less common < 5% with current super-selective catheterization techniques,NEGATES
159,31,2,"condition, symptom",AND,"condition, symptom",multiple or persistent episodes of diverticular bleeding,and,hemodynamic instability despite aggressive resuscitation,multiple or persistent episodes of diverticular bleeding and hemodynamic instability despite aggressive resuscitation,AND
160,31,2,"condition, symptom",REFRACTORY_TO,treatment,multiple or persistent episodes of diverticular bleeding,refractory to,therapy,multiple or persistent episodes of diverticular bleeding refractory to therapy,NEGATES
161,31,2,"condition, symptom",CAUSES,treatment,multiple or persistent episodes of diverticular bleeding refractory to therapy,causes,surgery recommendation,multiple or persistent episodes of diverticular bleeding refractory to therapy causes surgery recommendation,CAUSES
162,31,2,"condition, symptom",CAUSES,treatment,hemodynamic instability despite aggressive resuscitation,causes,surgery recommendation,hemodynamic instability despite aggressive resuscitation causes surgery recommendation,CAUSES
163,31,2,treatment,IMPLIES,procedure,surgery,implies,identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study,surgery implies identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study,IMPLIES
164,31,2,procedure,DIRECTS,treatment,identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study,gives direction to,interventional radiologist,identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study gives direction to interventional radiologist,DIRECTS
165,31,2,procedure,LIMITS,treatment,identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study,may limit the size of,potential surgical resection,identifying the specific bleeding diverticulum endoscopically or using a nuclear medicine study may limit the size of potential surgical resection,LIMITS
166,32,2,"condition, symptom",IMPLIES,condition,Symptomatic uncomplicated diverticular disease,refers to the presence of,persistent and recurrent nonspecific abdominal symptoms,Symptomatic uncomplicated diverticular disease refers to the presence of persistent and recurrent nonspecific abdominal symptoms,IMPLIES
167,32,2,condition,IMPLIES,condition,Symptomatic uncomplicated diverticular disease,in patients with,diverticulosis,Symptomatic uncomplicated diverticular disease in patients with diverticulosis,IMPLIES
168,32,2,condition,NEGATES,condition,Symptomatic uncomplicated diverticular disease,in the absence of,overt colitis or diverticulitis,Symptomatic uncomplicated diverticular disease in the absence of overt colitis or diverticulitis,NEGATES
169,32,2,condition,CAUSES,condition,diverticulosis,occurs coincidentally in patients with,irritable bowel syndrome,diverticulosis occurs coincidentally in patients with irritable bowel syndrome,CAUSES
170,33,2,"condition, symptom",CAUSES,symptom,SUDD,have,"left lower quadrant abdominal pain with bloating, constipation, diarrhea, or passage of mucus from the rectum","SUDD have left lower quadrant abdominal pain with bloating, constipation, diarrhea, or passage of mucus from the rectum",CAUSES
171,33,2,condition,IMPLIES,risk factor,SUDD,have,a very low incidence of complications,SUDD have a very low incidence of complications,IMPLIES
172,33,2,condition,AND,condition,SUDD,difference between,irritable bowel syndrome,SUDD difference between irritable bowel syndrome,AND
173,33,2,condition,NEGATES,treatment,SUDD,"There are no strong, evidence-based data regarding treatment of",patients with SUDD,"SUDD There are no strong, evidence-based data regarding treatment of patients with SUDD",NEGATES
174,34,3,condition,CAUSES,symptom,Ulcerative colitis,characterized most often by,bloody diarrhea,Ulcerative colitis characterized most often by bloody diarrhea,CAUSES
175,34,3,condition,CAUSES,symptom,Ulcerative colitis,may cause,"extraintestinal symptoms, particularly arthritis","Ulcerative colitis may cause extraintestinal symptoms, particularly arthritis",CAUSES
176,34,3,condition,IMPLIES,risk factor,Ulcerative colitis,elevates long-term risk of,colon cancer,Ulcerative colitis elevates long-term risk of colon cancer,IMPLIES
177,34,3,condition,DIAGNOSED BY,procedure,Ulcerative colitis,diagnosis is by,colonoscopy,Ulcerative colitis diagnosis is by colonoscopy,RECOMMENDATION
178,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is with,5-aminosalicylic acid,Ulcerative colitis treatment is with 5-aminosalicylic acid,TREATMENT
179,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is with,corticosteroids,Ulcerative colitis treatment is with corticosteroids,TREATMENT
180,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is with,immunomodulators,Ulcerative colitis treatment is with immunomodulators,TREATMENT
181,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is with,biologics,Ulcerative colitis treatment is with biologics,TREATMENT
182,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is with,antibiotics,Ulcerative colitis treatment is with antibiotics,TREATMENT
183,34,3,condition,TREATED WITH,treatment,Ulcerative colitis,treatment is occasionally with,surgery,Ulcerative colitis treatment is occasionally with surgery,TREATMENT
184,35,3,condition,IMPLIES,condition,Ulcerative colitis,usually begins in,the rectum,Ulcerative colitis usually begins in the rectum,IMPLIES
185,35,3,condition,OR,condition,Ulcerative colitis,may remain localized to,the rectum (ulcerative proctitis),Ulcerative colitis may remain localized to the rectum (ulcerative proctitis),OR
186,35,3,condition,OR,condition,Ulcerative colitis,"extend proximally, sometimes involving",the entire colon,"Ulcerative colitis extend proximally, sometimes involving the entire colon",OR
187,35,3,condition,RARELY,condition,Ulcerative colitis,involves,most of the large bowel at once,Ulcerative colitis involves most of the large bowel at once,NEGATES
188,36,3,condition,CAUSES,symptom,ulcerative colitis,causes,inflammation affecting the mucosa and submucosa,ulcerative colitis causes inflammation affecting the mucosa and submucosa,CAUSES
189,36,3,condition,IMPLIES,symptom,severe ulcerative colitis,implies,muscularis involvement,severe ulcerative colitis implies muscularis involvement,IMPLIES
190,36,3,condition,CAUSES,symptom,early ulcerative colitis,causes,"erythematous, finely granular, and friable mucous membrane","early ulcerative colitis causes erythematous, finely granular, and friable mucous membrane",CAUSES
191,36,3,condition,CAUSES,symptom,early ulcerative colitis,causes,loss of normal vascular pattern and scattered hemorrhagic areas,early ulcerative colitis causes loss of normal vascular pattern and scattered hemorrhagic areas,CAUSES
192,36,3,condition,CAUSES,symptom,severe ulcerative colitis,causes,large mucosal ulcers with copious purulent exudate,severe ulcerative colitis causes large mucosal ulcers with copious purulent exudate,CAUSES
193,36,3,condition,CAUSES,symptom,ulcerative colitis,causes,pseudopolyps projecting above areas of ulcerated mucosa,ulcerative colitis causes pseudopolyps projecting above areas of ulcerated mucosa,CAUSES
194,36,3,condition,NEGATES,symptom,ulcerative colitis,does not cause,fistulas and abscesses,ulcerative colitis does not cause fistulas and abscesses,NEGATES
195,37,3,"condition, symptom",IMPLIES,symptom,attack of bloody diarrhea,implies,"increased urgency to defecate, mild lower abdominal cramps, and blood and mucus in the stools","attack of bloody diarrhea implies increased urgency to defecate, mild lower abdominal cramps, and blood and mucus in the stools",IMPLIES
196,37,3,condition,CAUSES,condition,infection,causes,attack of bloody diarrhea,infection causes attack of bloody diarrhea,CAUSES
197,37,3,condition,OR,condition,infection,or,"amebiasis, bacillary dysentery","infection or amebiasis, bacillary dysentery",OR
198,38,3,"condition, symptom",IMPLIES,"condition, symptom",extensive ulcerative colitis,more common with,systemic symptoms and signs,extensive ulcerative colitis more common with systemic symptoms and signs,IMPLIES
199,38,3,symptom,CAUSES,symptom,systemic symptoms and signs,include,"malaise, fever, anemia, anorexia, and weight loss","systemic symptoms and signs include malaise, fever, anemia, anorexia, and weight loss",CAUSES
200,38,3,condition,CAUSES,condition,inflammatory bowel disease (IBD),Extraintestinal manifestations of,joint and skin complications,inflammatory bowel disease (IBD) Extraintestinal manifestations of joint and skin complications,CAUSES
201,38,3,symptom,IMPLIES,condition,systemic symptoms,are most common when,extraintestinal manifestations of IBD,systemic symptoms are most common when extraintestinal manifestations of IBD,IMPLIES
202,39,3,"condition, symptom",IMPLIES,condition,typical symptoms and signs,suggests,ulcerative colitis,typical symptoms and signs suggests ulcerative colitis,IMPLIES
203,39,3,condition,AND,condition,ulcerative colitis,accompanied by,extraintestinal manifestations,ulcerative colitis accompanied by extraintestinal manifestations,AND
204,39,3,condition,OR,condition,ulcerative colitis,distinguished from,Crohn disease,ulcerative colitis distinguished from Crohn disease,OR
205,39,3,condition,OR,condition,ulcerative colitis,distinguished from,other causes of acute colitis,ulcerative colitis distinguished from other causes of acute colitis,OR
206,39,3,condition,CAUSES,condition,infection,causes,acute colitis,infection causes acute colitis,CAUSES
207,39,3,condition,CAUSES,condition,ischemia,causes,acute colitis,ischemia causes acute colitis,CAUSES
208,40,3,"condition, symptom",IMPLIES,condition,elevated alkaline phosphatase and gamma-glutamyl transpeptidase levels,suggest possible,primary sclerosing cholangitis,elevated alkaline phosphatase and gamma-glutamyl transpeptidase levels suggest possible primary sclerosing cholangitis,IMPLIES
209,40,3,"test, biomarker",SPECIFIC_FOR,condition,perinuclear antineutrophil cytoplasmic antibodies,are relatively specific for,ulcerative colitis,perinuclear antineutrophil cytoplasmic antibodies are relatively specific for ulcerative colitis,SPECIFIC_FOR
210,41,3,"treatment, dietary modification",IMPLIES,"symptom, condition",Avoiding raw fruits and vegetables,limits,trauma to the inflamed colonic mucosa and may lessen symptoms,Avoiding raw fruits and vegetables limits trauma to the inflamed colonic mucosa and may lessen symptoms,IMPLIES
211,41,3,"treatment, dietary modification",IMPLIES,symptom,A milk-free diet,may help,lessen symptoms,A milk-free diet may help lessen symptoms,IMPLIES
212,41,3,"treatment, medication",IMPLIES,symptom,Loperamide,is indicated for,relatively mild diarrhea,Loperamide is indicated for relatively mild diarrhea,IMPLIES
213,41,3,"treatment, medication",THRESHOLD,symptom,higher oral doses of Loperamide,may be required for,more intense diarrhea,higher oral doses of Loperamide may be required for more intense diarrhea,THRESHOLD
214,42,3,condition,TREATED_BY,treatment,mild to moderate ulcerative proctitis or proctosigmoiditis,are treated with,5-ASA (mesalamine) by enema,mild to moderate ulcerative proctitis or proctosigmoiditis are treated with 5-ASA (mesalamine) by enema,TREATMENT
